category,intent,instruction,flags
ACCOUNT,delete_account,canceling platinum account,BKL
ACCOUNT,delete_account,I want assistance to close my {{Account Type}} account,BL
ACCOUNT,delete_account,how can i find information about my {{Account Type}} account removal,BILQ
ACCOUNT,delete_account,i want information about the deletion of my {{Account Type}} accounnt,BLQZ
ACCOUNT,delete_account,I want assistance canceling a {{Account Category}} acount,BLZ
ACCOUNT,delete_account,give me information about the deletion of a gold account,BL
ACCOUNT,delete_account,problem with {{Account Category}} account terminations,BLM
ACCOUNT,delete_account,I do not know how to cancel the fucking standard account,BELW
ACCOUNT,delete_account,"I do not need my {{Account Category}} account, I want help to delete it",BCEL
ACCOUNT,delete_account,I want assistance deleting a {{Account Category}} account,BL
ACCOUNT,delete_account,how can I find information about my premium account removal?,BIL
ACCOUNT,delete_account,i need information about my standard account deletion,BLQ
ACCOUNT,delete_account,give me information about the removal of a premium account,BL
ACCOUNT,delete_account,clsoe {{Account Type}} account,BKLZ
ACCOUNT,delete_account,I want help to cancel the freemium account,BL
ACCOUNT,delete_account,"I no longer use the {{Account Type}} account, I want help removing it",BCEL
ACCOUNT,delete_account,"I no longer use my {{Account Type}} account, I need help removing it",BCEL
ACCOUNT,delete_account,cancelling pro account,BKL
ACCOUNT,delete_account,information about the deletion of a {{Account Type}} account,BL
ACCOUNT,delete_account,I have a problem with the cancellation of a freemium account,BL
ACCOUNT,delete_account,"I never use my {{Account Category}} account, could I cancel it?",BCEILP
ACCOUNT,delete_account,i have  a question about the cancellation of a {{Account Type}} account,BLQZ
ACCOUNT,delete_account,how to close a platinum account,BILQ
ACCOUNT,delete_account,I want information about a {{Account Category}} account cancellation,BL
ACCOUNT,delete_account,problems with the removal of my gold account,BLM
ACCOUNT,delete_account,what do I need to do to delete a {{Account Category}} account?,BIL
ACCOUNT,delete_account,delete {{Account Type}} acvount,BKLZ
ACCOUNT,delete_account,I need information about the removal of a gold account,BL
ACCOUNT,delete_account,question about my {{Account Type}} account cancellation,BL
ACCOUNT,delete_account,I don't know what I need to do to close a {{Account Type}} account,BL
ACCOUNT,delete_account,I don't know how to cancel the {{Account Type}} account,BL
ACCOUNT,delete_account,I need assistance to remove my {{Account Type}} account,BL
ACCOUNT,delete_account,i need information about the cancellation of a gold acocunt,BLQZ
ACCOUNT,delete_account,I need help cancelling a {{Account Category}} account,BL
ACCOUNT,delete_account,would it be possible to close a {{Account Category}} cacount,BILPQZ
ACCOUNT,delete_account,remove premium account,BKL
ACCOUNT,delete_account,I want information about the termination of a {{Account Type}} account,BL
ACCOUNT,delete_account,close {{Account Category}} account,BKL
ACCOUNT,delete_account,find information about the termination of a freemium account,BL
ACCOUNT,delete_account,I dl not know what to do to delete the {{Account Category}} account,BELZ
ACCOUNT,delete_account,i dont know what to do to close my {{Account Category}} account,BLQ
ACCOUNT,delete_account,i no longer use my bloody pro account how cani delete it,BCEILQWZ
ACCOUNT,delete_account,I'm trying to cancel my {{Account Category}} account,BLQ
ACCOUNT,delete_account,I don't know how I can close my platinum account,BL
ACCOUNT,delete_account,"I don't use the gold account, can I remove it?",BCIL
ACCOUNT,delete_account,where can I get information about a gold account removal?,BIL
ACCOUNT,delete_account,I have a question about the removal of a premium account,BL
ACCOUNT,delete_account,"I have got to close my damn platinum account, I need help",BCLW
ACCOUNT,delete_account,i do not know what i have to do to delete my premium account,BELQ
ACCOUNT,delete_account,problem with premium account terminations,BLM
ACCOUNT,delete_account,I want help closing a freemium account,BL
ACCOUNT,delete_account,clsoe standard account,BKLZ
ACCOUNT,delete_account,information about the cancellation of a pro account,BL
ACCOUNT,delete_account,removing {{Account Category}} account,BKL
ACCOUNT,delete_account,I need to remove the {{Account Type}} account,BL
ACCOUNT,delete_account,i have problems with the removal of my {{Account Type}} account,BLMQ
ACCOUNT,delete_account,how do I remove a pro account?,BIL
ACCOUNT,delete_account,I don't know what I have to do to close a standard account,BL
ACCOUNT,delete_account,I have problems with the removal of a standard account,BLM
ACCOUNT,delete_account,question about the cancellation of a {{Account Category}} account,BL
ACCOUNT,delete_account,I don't know what I have to do to cancel my {{Account Type}} account,BL
ACCOUNT,delete_account,i do not knoww what i need to do to close the {{Account Type}} account,BELQZ
ACCOUNT,delete_account,how can I find information about a {{Account Type}} account termination?,BIL
ACCOUNT,delete_account,i dont know what i need to do to cancel a platinum account,BLQ
ACCOUNT,delete_account,I have a problem with the removal of  a standard account,BLZ
ACCOUNT,delete_account,"I don't need the damn platinum account, I try to close it",BCLW
ACCOUNT,delete_account,I don't know what I haqve to do to close a pro account,BLZ
ACCOUNT,delete_account,I would like information about my {{Account Type}} account cancellation,BLP
ACCOUNT,delete_account,can I close a {{Account Category}} account?,BIL
ACCOUNT,delete_account,I don't know what I have to do to delete my {{Account Category}} acount,BLZ
ACCOUNT,delete_account,I have to close the {{Account Category}} account,BL
ACCOUNT,delete_account,I am trying to find information about a {{Account Type}} account removal,BEL
ACCOUNT,delete_account,i have to delete the fucking freemium account i need help,BCLQW
ACCOUNT,delete_account,"I never use the damn gold account, can I delete it?",BCEILW
ACCOUNT,delete_account,can you help me closing a standard account?,BIL
ACCOUNT,delete_account,i no longer need my fucking pro account help me to remoe it,BCELQWZ
ACCOUNT,delete_account,want assistance closing my standard account,BLQ
ACCOUNT,delete_account,i dont know what i need to do to cancel a premium accounnt,BLQZ
ACCOUNT,delete_account,"I never use my pro account, I do not know how to remove it",BCEL
ACCOUNT,delete_account,give me information about my freemium account termination,BL
ACCOUNT,delete_account,help me remove a standard account,BL
ACCOUNT,delete_account,I want information about the removal of my {{Account Type}} account,BL
ACCOUNT,delete_account,cancelin {{Account Type}} account,BKLZ
ACCOUNT,delete_account,I need information about the deletion of my {{Account Type}} account,BL
ACCOUNT,delete_account,have a problem with the cancellation of my gold account,BLQ
ACCOUNT,delete_account,help removing the pro account,BL
ACCOUNT,delete_account,what do i need to do to close a premium account,BILQ
ACCOUNT,delete_account,canceling {{Account Category}} account,BKL
ACCOUNT,delete_account,"I never use the standard account, how can I remove it?",BCEIL
ACCOUNT,delete_account,close {{Account Category}} account,BKL
ACCOUNT,delete_account,problem with {{Account Category}} account removals,BLM
ACCOUNT,delete_account,I have problems with the deletion of my {{Account Category}} account,BLM
ACCOUNT,delete_account,need ot cancel my premium account,BLQZ
ACCOUNT,delete_account,cancel {{Account Category}} account,BKL
ACCOUNT,delete_account,problem with {{Account Type}} account cancellations,BLM
ACCOUNT,delete_account,deleting premium accoumt,BKLZ
ACCOUNT,delete_account,i dont know what to do to cancel the platinum account,BLQ
ACCOUNT,delete_account,find information about the deletion of a {{Account Type}} account,BL
ACCOUNT,delete_account,I am looking for information about a pro account removal,BEL
ACCOUNT,delete_account,question about the cancellation of my standard account,BL
ACCOUNT,delete_account,problem with platinum account removals,BLM
ACCOUNT,delete_account,cancelling gold account,BKL
ACCOUNT,delete_account,I need information about the termination of my pro account,BL
ACCOUNT,delete_account,I needassistance to close the gold account,BLZ
ACCOUNT,delete_account,problems with the deletion of my {{Account Type}} accoun,BLMZ
ACCOUNT,delete_account,i want information about the cancellation of a pro account,BLQ
ACCOUNT,delete_account,is it possible to delete my standard account?,BIL
ACCOUNT,delete_account,close premium account,BKL
ACCOUNT,delete_account,i do not know how ot delete my standard account,BELQZ
ACCOUNT,delete_account,cancelling {{Account Category}} account,BKL
ACCOUNT,delete_account,I don't know what I have to do to close my pro account,BL
ACCOUNT,delete_account,cancel premium acount,BKLZ
ACCOUNT,delete_account,problem with {{Account Type}} acconut removals,BLMZ
ACCOUNT,delete_account,I have a problem with the termination of a premium account,BL
ACCOUNT,delete_account,i need assistance to remove the platinum account,BLQ
ACCOUNT,delete_account,find information about the termination of a standard account,BL
ACCOUNT,delete_account,"I no longer need the user, can I remove it?",BCEIL
ACCOUNT,delete_account,where can I getinformation about a freemium account removal?,BILZ
ACCOUNT,delete_account,want assistance to delete a gold account,BLQ
ACCOUNT,delete_account,i dont know what i need to do to delete a standard account,BLQ
ACCOUNT,delete_account,help me cancelling the {{Account Type}} account,BL
ACCOUNT,delete_account,I do not know what I have to do to remove a {{Account Type}} account,BEL
ACCOUNT,delete_account,removing gold acconut,BKLZ
ACCOUNT,delete_account,closing  {{Account Type}} account,BKLZ
ACCOUNT,delete_account,I do not know what I have to do to cancel the premium acount,BELZ
ACCOUNT,delete_account,"I don't make use of my {{Account Type}} account, help to delete it",BCL
ACCOUNT,delete_account,clsoe pro account,BKLZ
ACCOUNT,delete_account,"I no longer need the {{Account Type}} account, I want to delete it",BCEL
ACCOUNT,delete_account,problem with {{Account Type}} account terminations,BLM
ACCOUNT,delete_account,is it possible to remove a standard account,BILQ
ACCOUNT,delete_account,have a problem with the removal of my {{Account Category}} account,BLQ
ACCOUNT,delete_account,i do not use my {{Account Category}} account i try to close it,BCELQ
ACCOUNT,delete_account,"I don't use my {{Account Category}} account, I want help to close it",BCL
ACCOUNT,delete_account,clsoe {{Account Type}} account,BKLZ
ACCOUNT,delete_account,what do I need to do to delete a goddamn gold account?,BILW
ACCOUNT,delete_account,I do not know what I need to do to close my {{Account Type}} account,BEL
ACCOUNT,delete_account,is it possible to delete a premium  account,BILQZ
ACCOUNT,delete_account,problems with pro account terminations,BLM
ACCOUNT,delete_account,"I want to close my bloody {{Account Type}} account, can you help me?",BCILW
